 100.23 1.3799e-19 2.99104519e+16 4.62404840e-37 
 102.33 1.896e-19 2.92966343e+16 6.62252455e-37 
 104.23 2.376e-19 2.87625884e+16 8.61015971e-37 
 106.17 3.0328e-19 2.82370217e+16 1.14031990e-36 
 108.14 3.9431e-19 2.77226243e+16 1.53811858e-36 
 110.15 5.7391e-19 2.72167462e+16 2.32269450e-36 
 114.29 8.587e-19 2.62308565e+16 3.74142655e-36 
 118.3 1.2074e-18 2.53417125e+16 5.63637599e-36 
 121.34 4.5797e-18 2.47068122e+16 2.24918048e-35 
 125.31 5.9407e-18 2.39240650e+16 3.11163306e-35 
 127.35 6.559e-18 2.35408291e+16 3.54825501e-35 
 128.23 7.0281e-18 2.33792762e+16 3.85475262e-35 
 131.22 8.0138e-18 2.28465523e+16 4.60275504e-35 
 132.43 9.5684e-18 2.26378056e+16 5.59746486e-35 
 134.28 1.0348e-17 2.23259204e+16 6.22383945e-35 
 137.4 1.3454e-17 2.18189563e+16 8.47235577e-35 
 140.28 1.5095e-17 2.13710051e+16 9.90840905e-35 
 143.22 4.4243e-17 2.09323041e+16 3.02713091e-34 
 147.23 1.1853e-16 2.03621856e+16 8.57038248e-34 
 151.36 1.3027e-16 1.98065842e+16 9.95510733e-34 
 155.24 1.4449e-16 1.93115472e+16 1.16151375e-33 
 159.22 1.6064e-16 1.88288192e+16 1.35840174e-33 
 162.18 1.7292e-16 1.84851683e+16 1.51711714e-33 
 166.34 1.9313e-16 1.80228724e+16 1.78247083e-33 
 170.22 2.103e-16 1.76120585e+16 2.03254299e-33 
 173.38 2.2534e-16 1.72910635e+16 2.25951684e-33 
 177.42 2.4425e-16 1.68973317e+16 2.56459634e-33 
 180.3 2.5873e-16 1.66274242e+16 2.80554693e-33 
 182.39 2.6967e-16 1.64368912e+16 2.99236094e-33 
 186.21 2.903e-16 1.60996971e+16 3.35762610e-33 
 191.43 3.183e-16 1.56606832e+16 3.89077335e-33 
 194.54 3.3794e-16 1.54103248e+16 4.26615586e-33 
 198.61 3.5962e-16 1.50945299e+16 4.73178883e-33 
 202.3 3.8534e-16 1.48192021e+16 5.26035621e-33 
 205.59 4.0443e-16 1.45820545e+16 5.70199237e-33 
 210.38 4.1672e-16 1.42500456e+16 6.15222970e-33 
 216.27 4.7516e-16 1.38619531e+16 7.41330263e-33 
 220.29 5.0448e-16 1.36089908e+16 8.16606467e-33 
 223.36 5.1861e-16 1.34219403e+16 8.63040118e-33 
 227.51 5.5187e-16 1.31771113e+16 9.52833598e-33 
 230.67 8.5279e-16 1.29965951e+16 1.51357389e-32 
 234.42 1.4718e-15 1.27886895e+16 2.69784763e-32 
 240.44 1.8359e-15 1.24684936e+16 3.54031378e-32 
 246.6 1.7654e-15 1.21570340e+16 3.58103497e-32 
 252.35 1.896e-15 1.18800261e+16 4.02739519e-32 
 257.63 1.6212e-15 1.16365508e+16 3.58929173e-32 
 260.62 1.87e-15 1.15030488e+16 4.23678458e-32 
 264.85 1.9762e-15 1.13193301e+16 4.62391823e-32 
 269.77 1.9854e-15 1.11128909e+16 4.81964019e-32 
 274.79 1.9945e-15 1.09098751e+16 5.02360153e-32 
 279.9 2.0037e-15 1.07106988e+16 5.23621886e-32 
 284.45 2.013e-15 1.05393728e+16 5.43294047e-32 
 290.4 1.9313e-15 1.03234318e+16 5.43278177e-32 
 296.48 1.9762e-15 1.01117262e+16 5.79430023e-32 
 302 1.9626e-15 9.92690262e+15 5.97069623e-32 
 309.03 1.9945e-15 9.70107947e+15 6.35352320e-32 
 318.42 2.041e-15 9.41500091e+15 6.90276322e-32 
 328.85 2.041e-15 9.11638920e+15 7.36237599e-32 
 338.84 2.0269e-15 8.84761123e+15 7.76248840e-32 
 349.14 2.0037e-15 8.58659732e+15 8.14725311e-32 
 358.1 1.9854e-15 8.37175256e+15 8.49250782e-32 
 366.44 1.9808e-15 8.18121545e+15 8.87208455e-32 
 375.84 1.9536e-15 7.97659799e+15 9.20493956e-32 
 385.48 1.87e-15 7.77712097e+15 9.26882330e-32 
 396.28 1.896e-15 7.56516753e+15 9.93166214e-32 
 405.51 1.883e-15 7.39297327e+15 1.03283930e-31 
 414.95 1.8486e-15 7.22478513e+15 1.06172925e-31 
 422.67 1.8107e-15 7.09282558e+15 1.07901789e-31 
 430.53 1.7776e-15 6.96333494e+15 1.09905690e-31 
 441.57 1.7492e-15 6.78923974e+15 1.13767413e-31 
 451.86 1.7055e-15 6.63463150e+15 1.16155242e-31 
 461.32 1.6666e-15 6.49857927e+15 1.18308307e-31 
 470.98 1.6325e-15 6.36529065e+15 1.20791790e-31 
 480.84 1.6064e-15 6.23476539e+15 1.23889405e-31 
 490.91 1.5518e-15 6.10687212e+15 1.24743752e-31 
 501.19 1.5341e-15 5.98161294e+15 1.28539841e-31 
 506.99 1.4991e-15 5.91318288e+15 1.28531237e-31 
 512.86 1.5305e-15 5.84550285e+15 1.34279676e-31 
 521.19 1.5026e-15 5.75207619e+15 1.36149117e-31 
 530.88 1.4583e-15 5.64708520e+15 1.37094143e-31 
 540.75 1.3991e-15 5.54401219e+15 1.36464946e-31 
 550.81 1.3641e-15 5.44275629e+15 1.38047688e-31 
 561.05 1.3578e-15 5.34341786e+15 1.42566745e-31 
 571.48 1.3485e-15 5.24589590e+15 1.46903559e-31 
 580.76 1.3027e-15 5.16207141e+15 1.46560555e-31 
 591.56 1.2848e-15 5.06782844e+15 1.49972774e-31 
 601.17 1.227e-15 4.98681669e+15 1.47917125e-31 
 610.94 1.081e-15 4.90706876e+15 1.34586690e-31 
 620.87 1.2018e-15 4.82858664e+15 1.54530015e-31 
 630.96 1.1637e-15 4.75137028e+15 1.54533978e-31 
 641.21 1.1504e-15 4.67541771e+15 1.57771568e-31 
 651.63 1.119e-15 4.60065465e+15 1.58493524e-31 
 659.17 1.0835e-15 4.54802948e+15 1.57037394e-31 
 666.81 1.086e-15 4.49592026e+15 1.61069507e-31 
 676.08 1.0687e-15 4.43427492e+15 1.62941340e-31 
 687.07 1.0135e-15 4.36334666e+15 1.59589760e-31 
 696.63 1.0206e-15 4.30346754e+15 1.65211094e-31 
 706.32 9.6347e-16 4.24442829e+15 1.60332107e-31 
 717.79 9.7913e-16 4.17660401e+15 1.68273009e-31 
 727.78 9.5684e-16 4.11927312e+15 1.69051431e-31 
 736.21 9.4154e-16 4.07210523e+15 1.70224276e-31 
 746.45 9.1588e-16 4.01624300e+15 1.70223422e-31 
 756.83 8.9504e-16 3.96115982e+15 1.71008784e-31 
 767.36 8.088e-16 3.90680331e+15 1.58861534e-31 
 776.25 8.587e-16 3.86206066e+15 1.72593321e-31 
 787.05 8.2573e-16 3.80906498e+15 1.70616884e-31 
 796.16 8.2005e-16 3.76548004e+15 1.73388519e-31 
 807.24 8.088e-16 3.71379588e+15 1.75802799e-31 
 816.58 7.9221e-16 3.67131768e+15 1.76204540e-31 
 826.04 7.8134e-16 3.62927290e+15 1.77836749e-31 
 837.53 7.1753e-16 3.57948323e+15 1.67888173e-31 
 847.23 7.4617e-16 3.53850146e+15 1.78656874e-31 
 857.04 7.2919e-16 3.49799845e+15 1.78657883e-31 
 866.96 7.1918e-16 3.45797337e+15 1.80308009e-31 
 877 7.1095e-16 3.41838608e+15 1.82396937e-31 
 887.16 6.9798e-16 3.37923778e+15 1.83242487e-31 
 897.43 6.8682e-16 3.34056650e+15 1.84511481e-31 
 907.82 6.6964e-16 3.30233371e+15 1.84085752e-31 
 916.22 7.7418e-16 3.27205757e+15 2.16780782e-31 
 926.83 1.4583e-15 3.23460029e+15 4.17855706e-31 
 937.56 2.3059e-15 3.19758158e+15 6.76110850e-31 
 946.24 3.4741e-15 3.16824969e+15 1.03758627e-30 
 957.19 4.4652e-15 3.13200576e+15 1.36463504e-30 
 966.05 4.8066e-15 3.10328098e+15 1.49629246e-30 
 977.24 1.6027e-15 3.06774650e+15 5.10544971e-31 
 986.28 3.9705e-15 3.03962829e+15 1.28832356e-30 
 997.7 4.148e-15 3.00483571e+15 1.37726651e-30 
 1006.93 5.7523e-15 2.97729196e+15 1.94544691e-30 
 1016.25 5.6473e-15 2.94998730e+15 1.94545537e-30 
 1028.02 2.8304e-15 2.91621232e+15 9.97769534e-31 
 1037.53 4.196e-15 2.88948232e+15 1.50666292e-30 
 1047.13 7.225e-15 2.86299179e+15 2.64252042e-30 
 1056.82 7.0606e-15 2.83674097e+15 2.63040700e-30 
 1066.6 5.5955e-15 2.81072997e+15 2.12334887e-30 
 1076.47 6.544e-15 2.78495879e+15 2.52945203e-30 
 1086.43 5.1149e-15 2.75942729e+15 2.01381672e-30 
 1096.48 6.8209e-15 2.73413522e+15 2.73540985e-30 
 1106.62 6.544e-15 2.70908224e+15 2.67312715e-30 
 1116.86 6.2351e-15 2.68424385e+15 2.59429998e-30 
 1127.2 5.5698e-15 2.65962082e+15 2.36059160e-30 
 1137.63 7.0281e-15 2.63523693e+15 3.03402601e-30 
 1148.15 6.4097e-15 2.61109140e+15 2.81847547e-30 
 1158.78 6.7739e-15 2.58713871e+15 3.03403131e-30 
 1166.81 6.884e-15 2.56933399e+15 3.12622652e-30 
 1177.61 4.7516e-15 2.54577032e+15 2.19797192e-30 
 1188.5 6.6197e-15 2.52244391e+15 3.11900432e-30 
