              1145.2           1.496e-14                                2.61781749e+15      6.54445621e-30   
              1146.2           6.364e-15                                2.61553358e+15      2.78888286e-30   
              1147.4          -8.005e-15                                2.61279814e+15     -3.51536417e-30   
              1148.6          -1.367e-14                                2.61006842e+15     -6.01568979e-30   
              1149.8           -2.62e-14                                2.60734440e+15     -1.15538093e-29   
                1151           6.066e-15                                2.60462606e+15      2.68060206e-30   
              1152.2           1.218e-14                                2.60191337e+15      5.39364457e-30   
              1153.4          -1.094e-15                                2.59920634e+15     -4.85463419e-31   
              1154.6           -1.84e-15                                2.59650493e+15     -8.18201410e-31   
              1155.8           9.645e-15                                2.59380913e+15      4.29780698e-30   
                1157           1.859e-14                                2.59111892e+15      8.30090420e-30   
                1158           2.272e-14                                2.58888134e+15      1.01625978e-29   
              1159.2           1.442e-14                                2.58620134e+15      6.46340395e-30   
              1160.4           5.718e-15                                2.58352688e+15      2.56825939e-30   
              1161.6          -7.259e-15                                2.58085795e+15     -3.26715168e-30   
              1162.8           1.009e-14                                2.57819452e+15      4.55072411e-30   
                1164           8.104e-15                                2.57553659e+15      3.66255949e-30   
              1165.2           7.458e-16                                2.57288413e+15      3.37755652e-31   
              1166.4           9.645e-15                                2.57023713e+15      4.37700002e-30   
              1167.6           2.337e-15                                2.56759557e+15      1.06273793e-30   
              1168.8           -3.48e-15                                2.56495944e+15     -1.58576542e-30   
              1169.8          -3.679e-15                                2.56276679e+15     -1.67931558e-30   
                1171           2.486e-15                                2.56014056e+15      1.13708835e-30   
              1172.2           1.889e-15                                2.55751970e+15      8.65794228e-31   
              1173.4           8.651e-15                                2.55490420e+15      3.97317573e-30   
              1174.6           1.054e-14                                2.55229405e+15      4.85064954e-30   
              1175.8           6.612e-15                                2.54968922e+15      3.04915183e-30   
                1177           8.054e-15                                2.54708971e+15      3.72172128e-30   
              1178.2           1.114e-14                                2.54449549e+15      5.15825160e-30   
              1179.4           6.513e-15                                2.54190655e+15      3.02191761e-30   
              1180.6           1.084e-14                                2.53932288e+15      5.03980965e-30   
              1181.6           1.432e-14                                2.53717382e+15      6.66903930e-30   
              1182.8           1.402e-14                                2.53459975e+15      6.54259353e-30   
                1184           1.258e-14                                2.53203090e+15      5.88251902e-30   
              1185.2           1.099e-14                                2.52946725e+15      5.14944320e-30   
              1186.4           9.894e-15                                2.52690879e+15      4.64529689e-30   
              1187.6           5.071e-15                                2.52435550e+15      2.38568600e-30   
              1188.8           1.442e-14                                2.52180736e+15      6.79770240e-30   
                1190           1.402e-14                                2.51926436e+15      6.62248877e-30   
              1191.2           1.362e-14                                2.51672649e+15      6.44652648e-30   
              1192.4           1.327e-14                                2.51419372e+15      6.29352775e-30   
              1193.4           8.949e-15                                2.51208697e+15      4.25134030e-30   
              1194.6           1.666e-14                                2.50956353e+15      7.93047704e-30   
              1195.8            1.74e-14                                2.50704515e+15      8.29937982e-30   
                1197           1.059e-14                                2.50453182e+15      5.06131719e-30   
              1198.2           1.392e-14                                2.50202353e+15      6.66618190e-30   
              1199.4           1.318e-14                                2.49952025e+15      6.32445044e-30   
              1200.6           1.601e-14                                2.49702198e+15      7.69781207e-30   
              1201.8           1.576e-14                                2.49452870e+15      7.59276410e-30   
                1203           1.636e-14                                2.49204039e+15      7.89757662e-30   
              1204.2           2.093e-14                                2.48955704e+15      1.01238515e-29   
              1205.2           2.491e-14                                2.48749136e+15      1.20689995e-29   
              1206.4           5.355e-14                                2.48501707e+15      2.59968918e-29   
              1207.6           7.671e-14                                2.48254769e+15      3.73144879e-29   
              1208.8           1.495e-13                                2.48008321e+15      7.28667483e-29   
                1210           4.705e-13                                2.47762363e+15      2.29778644e-28   
